id,job_title,pay_rate,industry,metro_area,category,level
15881628,Production Worker,14.5,Manufacturing,Cincinnati,QA Technician/Inspector,Entry Level
15881628,Production Worker,14,Manufacturing,Cincinnati,QA Technician/Inspector,Entry Level
15881628,Production Worker,14,Manufacturing,Cincinnati,QA Technician/Inspector,Entry Level
15761315,material handler,12,Professional Services/Consulting,Greenville,Forklift/Heavy Machine Operator,Entry Level
15470092,Welder,16,Manufacturing,Sacramento,Welder/Solderer,Entry Level
15470092,Welder,17,Manufacturing,Sacramento,Welder/Solderer,Entry Level
15470092,Welder,17,Manufacturing,Sacramento,Welder/Solderer,Entry Level
15582498,Substation Designer Journey BF for Lees 10 26 ,27.93,Professional Services/Consulting,Columbus,Controls Engineer,Expert Level
15582498,Substation Designer Journey BF for Lees 10 26 ,27.93,Professional Services/Consulting,Columbus,Controls Engineer,Expert Level
15764105,RN Scribe,26.73,Healthcare,Oklahoma City,Nurse (LPN to RN),Entry Level
15093989,Systems Analyst,70,Government/Education,Washington DC,Developer,Intermediate Level
15289338,Water Distribution Operator Service Rep,16,Energy/Utilities,Los Angeles,Water Treatment Operator,Entry Level
15432582,CCTV Cable Technician,31.5,Consumer and Industrial Products,Sacramento,Electrician,Entry Level
15166181,Mold Operator,13,Professional Services/Consulting,Houston,Machine Operator,Intermediate Level
15779331,Sourcer,20,Professional Services/Consulting,Silicon Valley,Inside Sales,Entry Level
15275657,Final Assembly,13.5,Manufacturing,Oklahoma City,Assembler - Light,Entry Level
14607146,Customer Service Representative Level II BACJP00134739 ,15,Finance/Insurance/Investments,Buffalo,Call Center / Customer Service,Intermediate Level
15651471,Production,12.37,Unassigned,Lexington-Fayette,General Laborer/Production,Entry Level
15651471,Production,12.37,Unassigned,Lexington-Fayette,General Laborer/Production,Entry Level
15651471,Production,12.37,Unassigned,Lexington-Fayette,General Laborer/Production,Entry Level
15651471,Production,12.37,Unassigned,Lexington-Fayette,General Laborer/Production,Entry Level
15651471,Production,12.37,Unassigned,Lexington-Fayette,General Laborer/Production,Entry Level
15651471,Production,12.37,Unassigned,Lexington-Fayette,General Laborer/Production,Entry Level
15651471,Production,12.37,Unassigned,Lexington-Fayette,General Laborer/Production,Entry Level
15630320,Software Engineer,31.25,NULL,Lafayette,Software Engineer,Intermediate Level
15630320,Software Engineer,31.25,NULL,Lafayette,Software Engineer,Intermediate Level
15630320,Software Engineer,31.25,NULL,Lafayette,Software Engineer,Intermediate Level
15818030,Systems Administrator,61.3,NULL,Ogden-Clearfield,Network/Systems Admin,Intermediate Level
15430789,Thermo Paper Dept ,11.25,Consumer and Industrial Products,Los Angeles,Material Handler/Packer,Entry Level
15430789,Thermo Paper Dept ,11.25,Consumer and Industrial Products,Los Angeles,Material Handler/Packer,Entry Level
15430789,Thermo Paper Dept ,11,Consumer and Industrial Products,Los Angeles,Material Handler/Packer,Entry Level
15586134,General Labor,15,Consumer and Industrial Products,Kansas City,Forklift/Heavy Machine Operator,Entry Level
15451035,Administrative Assistant Clerical,15,Professional Services/Consulting,Los Angeles,Receptionist,Entry Level
15451035,Administrative Assistant Clerical,15,Professional Services/Consulting,Los Angeles,Receptionist,Entry Level
15814917,ADMINISTRATIVE ASSISTANT 3,16,Finance/Insurance/Investments,Akron,Admin Assistants & Exec Secr,Entry Level
15769031,Clinical Study Manager,82,Life Sciences,New York City,Clinical Data Manager/Statistician,Expert Level
15389676,General Production 1ST SHIFT 2ND SHIFT,13.5,Manufacturing,Chicago,General Laborer/Production,Entry Level
15389676,General Production 1ST SHIFT 2ND SHIFT,13.5,Manufacturing,Chicago,General Laborer/Production,Entry Level
15174029,GIS Technician,20,Energy/Utilities,Atlanta,Architectural Drafter,Intermediate Level
15593515,Entry Level BioMedical Engineer,32,Professional Services/Consulting,Chicago,Electrical/Electronic Engineer,Entry Level
15375168,2nd assembler,13.16,Transportation and Heavy Industrial,Lancaster,Assembler - Light,Intermediate Level
15375168,2nd assembler,13.16,Transportation and Heavy Industrial,Lancaster,Assembler - Light,Intermediate Level
15731887,General Labor,15,Unassigned,Lakeland,General Laborer/Production,Entry Level
15731887,General Labor,15,Unassigned,Lakeland,General Laborer/Production,Entry Level
15731887,General Labor,11,Unassigned,Lakeland,General Laborer/Production,Entry Level
15851093,General Production Paint COE LOAD,11.5,Consumer and Industrial Products,NULL,General Laborer/Production,Intermediate Level
15411759,WELDER,17,Manufacturing,Wichita,Welder/Solderer,Expert Level
15411759,WELDER,17,Manufacturing,Wichita,Welder/Solderer,Expert Level
15411759,WELDER,18,Manufacturing,Wichita,Welder/Solderer,Expert Level
14610475,Program Manager,93,NULL,Durham,Project/Program Manager - IT,Expert Level
15854105,Maintenance Technician,22,Consumer and Industrial Products,Charlotte,Maintenance Tech/Mechanic,Expert Level
15854105,Maintenance Technician,23,Consumer and Industrial Products,Charlotte,Maintenance Tech/Mechanic,Expert Level
15596401,Apache Kafka Architect,115,Finance/Insurance/Investments,Memphis,Enterprise Architect,Intermediate Level
15586206,General Production Worker,13.2,Manufacturing,Dallas,General Laborer/Production,Intermediate Level
15586206,General Production Worker,13.2,Manufacturing,Dallas,General Laborer/Production,Intermediate Level
15586206,General Production Worker,13.2,Manufacturing,Dallas,General Laborer/Production,Intermediate Level
14006694,CSPV Physician,79.56,Life Sciences,Trenton-Ewing,Environmental Health & Safety,Entry Level
14320757,Clerk Technician,13,Unassigned,Pittsburgh,Janitor,Expert Level
15456229,Product Manager,60,Professional Services/Consulting,Charlotte,Project/Program Manager - IT,Intermediate Level
15826408,Production Line Associate,14,Retail,Allentown-Bethlehem-Easton,Assembler - Light,Intermediate Level
15410647,Coiling Machine Operator,13.9,Manufacturing,Minneapolis,Assembler - Light,Entry Level
15687875,Manufacturing Process Engineer,43.26,Manufacturing,Fort Worth,Chemical/Materials/Process Engineer,Entry Level
15554647,Installation Technician,27,Professional Services/Consulting,Tallahassee,Field Technician,Expert Level
14700049,File Clerk,16,Manufacturing,Riverside,Office/Mail/File Clerk,Entry Level
15795691,Receptionist,15,NULL,Miami,Receptionist,Entry Level
15517597,Assembly,16.5,NULL,Cincinnati,Assembler - Light,Intermediate Level
15517597,Assembly,16.5,NULL,Cincinnati,Assembler - Light,Intermediate Level
15517597,Assembly,17,NULL,Cincinnati,Assembler - Light,Intermediate Level
15517597,Assembly,16.5,NULL,Cincinnati,Assembler - Light,Intermediate Level
15846345,Dispatch deskside support ,38.51,Manufacturing,Los Angeles,Desktop Support/Help Desk,Entry Level
15095287,Chemical Engineer,22.5,Manufacturing,Kalamazoo,Chemical/Materials/Process Engineer,Expert Level
15703888,Forklift Operator,13.5,NULL,Augusta-Richmond County,Forklift/Heavy Machine Operator,Entry Level
15768869,Production Helper,12,Transportation and Heavy Industrial,Cape Coral-Fort Myers,General Laborer/Production,Entry Level
15768869,Production Helper,14,Transportation and Heavy Industrial,Cape Coral-Fort Myers,General Laborer/Production,Entry Level
15768869,Production Helper,18.5,Transportation and Heavy Industrial,Cape Coral-Fort Myers,General Laborer/Production,Entry Level
15280763,Warehouse,15,Consumer and Industrial Products,San Antonio,Warehouse Worker,Entry Level
15518122,Installation Sustaining Technician,20,Manufacturing,Portland,Field Technician,Intermediate Level
15518122,Installation Sustaining Technician,20,Manufacturing,Portland,Field Technician,Intermediate Level
15558659,Patient Billing Representative,11.5,Healthcare,Harrisburg,Collections,Entry Level
15558659,Patient Billing Representative,13,Healthcare,Harrisburg,Collections,Entry Level
15558659,Patient Billing Representative,13,Healthcare,Harrisburg,Collections,Entry Level
15603203,Personal Finance Specialist,14.5,Finance/Insurance/Investments,Pensacola,HR Generalist/Manager,Expert Level
15634547,Software Engineer Front End,62.5,Information Technology/Telecom,Baltimore,Developer,Intermediate Level
14515796,Production Artist,30,Manufacturing,Silicon Valley,Technical Writer,Entry Level
14515796,Production Artist,30,Manufacturing,Silicon Valley,Technical Writer,Entry Level
15407702,Machine Operator,15,Retail,Allentown-Bethlehem-Easton,Machine Operator,Expert Level
15835781,Inventory Control,13,NULL,Houston,Warehouse Worker,Entry Level
15680261,Network LAN WAN Admin,57.75,Professional Services/Consulting,NULL,Network/Systems Admin,Intermediate Level
15823098,Machinist,16,Manufacturing,Indianapolis,Machinist,Expert Level
15823098,Machinist,17,Manufacturing,Indianapolis,Machinist,Expert Level
15823098,Machinist,18.75,Manufacturing,Indianapolis,Machinist,Expert Level
15606216,Administrative Assistant,19.48,NULL,Stockton,Admin Assistants & Exec Secr,Entry Level
15674487,Packagers San Antonio ,15.6,Consumer and Industrial Products,Oakland,General Laborer/Production,Intermediate Level
15674487,Packagers San Antonio ,15.6,Consumer and Industrial Products,Oakland,General Laborer/Production,Intermediate Level
15565041,Specimen Processing Specialist,22.5,Healthcare,Norwalk,Lab technician,Intermediate Level
15705034,3rd Shift Sewer,14.6,Consumer and Industrial Products,Minneapolis,General Laborer/Production,Entry Level
14668302,Assembler 2nd shift,14,Manufacturing,Minneapolis,Assembler - Light,Expert Level
14958035,Business Analyst,40.22,NULL,Kalamazoo,Business Analyst,Intermediate Level
14958035,Business Analyst,40.22,NULL,Kalamazoo,Business Analyst,Intermediate Level
15472267,Corporate Actions Junior Level Openings Keith Hathaway req ,22.5,Finance/Insurance/Investments,Boston,HR Assistant/Representative,Entry Level
15819904,Warehouse Worker,15,Consumer and Industrial Products,Orlando,Warehouse Worker,Entry Level
15274862,Molder Lining Packer Day ,15,Consumer and Industrial Products,Santa Rosa-Petaluma,Material Handler/Packer,Entry Level
15274862,Molder Lining Packer Day ,13,Consumer and Industrial Products,Santa Rosa-Petaluma,Material Handler/Packer,Entry Level
15547639,Receptionist,18,Professional Services/Consulting,Orange County,Receptionist,Entry Level
15522807,Sanding,15,Manufacturing,NULL,General Laborer/Production,Entry Level
15522807,Sanding,15,Manufacturing,NULL,General Laborer/Production,Entry Level
15522807,Sanding,14,Manufacturing,NULL,General Laborer/Production,Entry Level
15522807,Sanding,14,Manufacturing,NULL,General Laborer/Production,Entry Level
15584121,Java Developer,69,Consumer and Industrial Products,Portland,Developer,Intermediate Level
15756221,Warehouse Employees,11,Unassigned,Virginia Beach,General Laborer/Production,Entry Level
15820967,Janitor,14,NULL,Riverside,Janitor,Entry Level
15630184,Medical Collector,20,Professional Services/Consulting,Los Angeles,Collections,Entry Level
15580279,Forklift Driver,18,Manufacturing,Oklahoma City,Architect,Entry Level
15453568,Field Technician,15,NULL,Jacksonville,Field Technician,Entry Level
15295158,Warehouse Associate,14,Transportation and Heavy Industrial,Cincinnati,Warehouse Worker,Entry Level
15295158,Warehouse Associate,13,Transportation and Heavy Industrial,Cincinnati,Warehouse Worker,Entry Level
15295158,Warehouse Associate,13,Transportation and Heavy Industrial,Cincinnati,Warehouse Worker,Entry Level
15515877,Assembly Plant 5,13,Manufacturing,Lansing,Assembler - Light,Entry Level
15422132,Warehouse Worker,15,Transportation and Heavy Industrial,Denver,Forklift/Heavy Machine Operator,Entry Level
15422132,Warehouse Worker,15,Transportation and Heavy Industrial,Denver,Forklift/Heavy Machine Operator,Entry Level
15515439,Racker,13.5,Unassigned,Minneapolis,Machine Operator,Intermediate Level
15749052,General Laborer,14,Unassigned,Charleston,General Laborer/Production,Intermediate Level
15749052,General Laborer,15,Unassigned,Charleston,General Laborer/Production,Intermediate Level
15518508,Mechanical Assistant Project Manager,28.85,Unassigned,Washington DC,Construction Manager,Intermediate Level
15271379,Production Helper,11.35,Unassigned,Phoenix,General Laborer/Production,Entry Level
15271379,Production Helper,11.35,Unassigned,Phoenix,General Laborer/Production,Entry Level
14975426,Sr Business Systems Analyst,40,Finance/Insurance/Investments,Jacksonville,Business Analyst,Expert Level
14975426,Sr Business Systems Analyst,40,Finance/Insurance/Investments,Jacksonville,Business Analyst,Expert Level
15673056,Assembler,14,Transportation and Heavy Industrial,Akron,Assembler - Light,Entry Level
15673056,Assembler,14,Transportation and Heavy Industrial,Akron,Assembler - Light,Entry Level
15673056,Assembler,14,Transportation and Heavy Industrial,Akron,Assembler - Light,Entry Level
15673056,Assembler,14,Transportation and Heavy Industrial,Akron,Assembler - Light,Entry Level
15401012,Warehouse II PITO,13.5,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,13.5,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,12.5,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,13.5,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,13,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,14,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,14,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,14,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,14,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,12.5,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,13.5,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,14,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,14,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,12.5,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,14,NULL,Wilmington,Warehouse Worker,Intermediate Level
15401012,Warehouse II PITO,12.5,NULL,Wilmington,Warehouse Worker,Intermediate Level
15756647,General Laborer,16,NULL,New Haven,Drywall Finisher/Carpenter,Expert Level
15580585,General Labor,15,Manufacturing,Kansas City,General Laborer/Production,Entry Level
15580585,General Labor,15,Manufacturing,Kansas City,General Laborer/Production,Entry Level
15580585,General Labor,15,Manufacturing,Kansas City,General Laborer/Production,Entry Level
15632002,Service Agent,16.73,Finance/Insurance/Investments,Oakland,Call Center / Customer Service,Entry Level
15632002,Service Agent,16.73,Finance/Insurance/Investments,Oakland,Call Center / Customer Service,Entry Level
15632002,Service Agent,16.73,Finance/Insurance/Investments,Oakland,Call Center / Customer Service,Entry Level
15632002,Service Agent,16.73,Finance/Insurance/Investments,Oakland,Call Center / Customer Service,Entry Level
15657875,Java Developer,65,Finance/Insurance/Investments,Chicago,Developer,Intermediate Level
14654617,General Production Worker,11.25,Consumer and Industrial Products,Detroit,General Laborer/Production,Intermediate Level
15605791,Machine Assistant 2nd shift,14,Manufacturing,Minneapolis,Machine Operator,Intermediate Level
15356395,Pivot Technician,16,Energy/Utilities,NULL,Electrician,Expert Level
15830262,Warehouse Associate Freezer Selector,16.5,Transportation and Heavy Industrial,NULL,Forklift/Heavy Machine Operator,Expert Level
15830262,Warehouse Associate Freezer Selector,16.5,Transportation and Heavy Industrial,NULL,Forklift/Heavy Machine Operator,Expert Level
15830262,Warehouse Associate Freezer Selector,16.5,Transportation and Heavy Industrial,NULL,Forklift/Heavy Machine Operator,Expert Level
15830262,Warehouse Associate Freezer Selector,16.5,Transportation and Heavy Industrial,NULL,Forklift/Heavy Machine Operator,Expert Level
15830262,Warehouse Associate Freezer Selector,16.5,Transportation and Heavy Industrial,NULL,Forklift/Heavy Machine Operator,Expert Level
15830262,Warehouse Associate Freezer Selector,16.5,Transportation and Heavy Industrial,NULL,Forklift/Heavy Machine Operator,Expert Level
15800484,Insurance Agent,15,Finance/Insurance/Investments,Portland,Inside Sales,Entry Level
15611935,Electronic Technician,21,Manufacturing,Houston,Chemist,Expert Level
15611935,Electronic Technician,21,Manufacturing,Houston,Chemist,Expert Level
15788090,Assembler,13,Unassigned,St. Louis,Assembler - Light,Entry Level
15750592,Spot Welder,16.5,Manufacturing,Riverside,Welder/Solderer,Expert Level
15563240,Production Machinist,17,Manufacturing,Cincinnati,Machinist,Expert Level
15592798,Upholsterer,14,Life Sciences,Portland,General Laborer/Production,Intermediate Level
15765147,Production Worker,12,Manufacturing,York-Hanover,General Laborer/Production,Entry Level
15765147,Production Worker,12,Manufacturing,York-Hanover,General Laborer/Production,Entry Level
15765147,Production Worker,12,Manufacturing,York-Hanover,General Laborer/Production,Entry Level
15552429,CNC Operator,13,Transportation and Heavy Industrial,Chicago,Machinist,Expert Level
14380053,Business Services Coordinator,18,Unassigned,Minneapolis,Receptionist,Entry Level
15409111,Admin,15,Information Technology/Telecom,Phoenix,Receptionist,Entry Level
15703749,Assembler,12,Manufacturing,NULL,Assembler - Light,Entry Level
15703749,Assembler,12,Manufacturing,NULL,Assembler - Light,Entry Level
15571166,Assembly,10.5,Manufacturing,NULL,Assembler - Light,Entry Level
15571166,Assembly,10.5,Manufacturing,NULL,Assembler - Light,Entry Level
15571166,Assembly,10.5,Manufacturing,NULL,Assembler - Light,Entry Level
15571166,Assembly,11,Manufacturing,NULL,Assembler - Light,Entry Level
15266092,Phlebotomist Huntsville,15,Healthcare,Birmingham-Hoover,Phlebotomist,Entry Level
14848034,General Production Worker,14,Consumer and Industrial Products,Scranton,General Laborer/Production,Intermediate Level
15195716,Chemist,22.5,Professional Services/Consulting,Orange County,Chemist,Entry Level
15195716,Chemist,22.5,Professional Services/Consulting,Orange County,Chemist,Entry Level
15377991,Customer Service Representative,18,Consumer and Industrial Products,Stockton,Inside Sales,Entry Level
15590886,Patient Service Specialist,15,NULL,Des Moines,Collections,Expert Level
15096645,General Laborer,16,Unassigned,Grand Rapids,HVAC,Entry Level
15747170,Quality Engineer,36,NULL,Lexington-Fayette,Quality/Test Engineer - Non IT,Intermediate Level
15154786,Workstation Specialist,30,Finance/Insurance/Investments,Hartford,Desktop Support/Help Desk,Entry Level
15154786,Workstation Specialist,28.5,Finance/Insurance/Investments,Hartford,Desktop Support/Help Desk,Entry Level
15391065,Day Shift Production,11,Manufacturing,Minneapolis,General Laborer/Production,Entry Level
15601362,Shop Helper Fabrication,15,Manufacturing,NULL,Welder/Solderer,Expert Level
15226574,Communications Consultant,46.68,Finance/Insurance/Investments,Charlotte,Technical Writer,Entry Level
15226574,Communications Consultant,46.68,Finance/Insurance/Investments,Charlotte,Technical Writer,Entry Level
14503410,Production Associate,12,Manufacturing,San Diego,Assembler - Light,Entry Level
15406692,Forklift Operator,17,Unassigned,Springfield MA,Assembler - Light,Intermediate Level
15591364,Habitat Resources,13.78,Professional Services/Consulting,San Diego,Drywall Finisher/Carpenter,Expert Level
